customer_id,age,segment,region,channel,join_date
C0416,41,Occasional,North,App,2022-02-17
C0417,29,Occasional,East,Online,2022-11-21
C0418,24,Regular,East,Retail,2022-08-05
C0419,26,Occasional,East,Online,2022-05-22
C0420,47,Occasional,North,Partner,2022-01-23
C0421,60,Occasional,Central,App,2022-01-02
C0422,27,Regular,North,App,2022-06-20
C0423,40,Regular,West,Online,2022-03-08
C0424,26,Premium,West,Online,2022-11-23
C0425,18,Regular,West,App,2022-05-15
C0426,23,Regular,North,Online,2022-03-24
C0427,49,Regular,North,Online,2022-08-15
C0428,43,Occasional,South,Retail,2022-10-10
C0429,18,Regular,North,App,2022-12-28
C0430,53,Occasional,West,App,2022-08-07
C0431,27,Occasional,West,App,2022-10-15
C0432,46,Occasional,West,App,2022-01-05
C0433,30,Occasional,South,Online,2022-02-27
C0434,24,Regular,East,App,2022-02-08
C0435,32,Occasional,West,Online,2022-12-20
C0436,31,Occasional,Central,Retail,2022-03-18
C0437,32,Occasional,East,Retail,2022-10-07
C0438,38,Occasional,West,App,2022-01-19
C0439,37,Occasional,Central,Online,2022-07-09
C0440,19,Regular,North,App,2022-10-26
C0441,28,Regular,West,App,2022-10-10
C0442,42,Regular,East,App,2022-03-17
C0443,41,Occasional,Central,App,2022-08-09
C0444,18,Occasional,North,App,2022-03-07
C0445,32,Occasional,North,App,2022-01-22
C0446,24,Occasional,West,Online,2022-06-07
C0447,49,Regular,North,Retail,2022-07-06
C0448,27,Premium,West,Online,2022-01-21
C0449,33,Regular,North,Online,2022-07-03
C0450,40,Occasional,Central,Online,2022-04-18
C0451,55,Occasional,East,Online,2022-12-16
C0452,30,Regular,West,Online,2022-05-08
C0453,18,Occasional,North,App,2022-12-08
C0454,50,Regular,West,Online,2022-02-22
C0455,53,Regular,West,App,2022-07-01
C0456,59,Occasional,South,Retail,2022-10-14
C0457,25,Premium,South,Retail,2022-07-28
C0458,34,Occasional,West,App,2022-11-14
C0459,21,Regular,East,Online,2022-03-21
C0460,32,Regular,East,App,2022-05-02
C0461,22,Regular,West,Online,2022-03-25
C0462,57,Regular,West,Online,2022-04-01
C0463,57,Regular,South,Online,2022-07-31
C0464,53,Premium,North,Retail,2022-01-13
C0465,36,Regular,Central,Online,2022-04-02
C0466,18,Regular,Central,Retail,2022-06-20
C0467,41,Regular,East,Online,2022-07-30
C0468,28,Premium,West,App,2022-12-09
C0469,54,Occasional,North,App,2022-05-08
C0470,29,Premium,West,App,2022-05-17
C0471,33,Regular,South,Partner,2022-03-23
C0472,32,Regular,South,Retail,2022-12-26
C0473,52,Premium,East,Online,2022-02-25
C0474,31,Premium,Central,Online,2022-07-15
C0475,18,Regular,Central,Online,2022-01-20
C0476,45,Occasional,Central,App,2022-08-29
C0477,18,Occasional,Central,Online,2022-04-24
C0478,28,Occasional,North,App,2022-04-13
C0479,40,Regular,South,Online,2022-08-24
C0480,34,Regular,South,Online,2022-06-29
C0481,37,Regular,North,Retail,2022-06-06
C0482,48,Occasional,North,App,2022-04-27
C0483,25,Regular,East,Online,2022-04-25
C0484,36,Occasional,West,App,2022-01-13
C0485,18,Occasional,East,Online,2022-12-04
C0486,22,Regular,West,App,2022-04-09
C0487,27,Regular,South,Retail,2022-07-24
C0488,25,Regular,North,Retail,2022-06-18
C0489,31,Occasional,West,Online,2022-05-23
C0490,18,Premium,East,Partner,2022-02-05
C0491,32,Premium,West,Retail,2022-05-23
C0492,70,Regular,West,Partner,2022-06-29
C0493,36,Regular,West,App,2022-11-25
C0494,18,Regular,West,Online,2022-09-18
C0495,35,Regular,West,Retail,2022-07-24
C0496,45,Regular,Central,Partner,2022-12-14
C0497,30,Regular,Central,App,2022-10-02
C0498,30,Regular,East,App,2022-06-19
C0499,35,Occasional,East,Partner,2022-01-15
C0500,51,Occasional,West,Online,2022-03-01
C0501,32,Regular,North,App,2022-05-14
C0502,46,Regular,West,Retail,2022-04-02
C0503,37,Regular,Central,Retail,2022-10-25
C0504,30,Regular,West,Online,2022-05-16
C0505,50,Regular,South,App,2022-01-20
C0506,33,Occasional,South,Online,2022-02-25
C0507,45,Premium,South,Online,2022-11-02
C0508,41,Regular,East,App,2022-08-11
C0509,49,Regular,West,App,2022-06-26
C0510,53,Occasional,West,Online,2022-06-10
C0511,20,Occasional,North,Online,2022-08-12
C0512,49,Occasional,South,Retail,2022-11-07
C0513,45,Occasional,East,Online,2022-09-19
C0514,18,Regular,North,Online,2022-03-01
C0515,41,Occasional,West,Retail,2022-07-17
C0516,37,Occasional,South,Partner,2022-10-23
C0517,43,Premium,East,App,2022-04-08
C0518,57,Occasional,East,Online,2022-05-11
C0519,28,Occasional,Central,Online,2022-01-23
C0520,33,Occasional,South,Partner,2022-12-29
C0521,43,Premium,Central,App,2022-08-12
C0522,42,Regular,West,Online,2022-01-01
C0523,39,Premium,South,Online,2022-09-24
C0524,57,Regular,South,App,2022-10-03
C0525,22,Occasional,North,Partner,2022-12-18
C0526,22,Occasional,West,App,2022-12-10
C0527,33,Occasional,North,App,2022-04-11
C0528,32,Occasional,Central,App,2022-07-06
C0529,23,Premium,Central,App,2022-08-09
C0530,37,Occasional,Central,App,2022-02-05
C0531,18,Regular,East,Retail,2022-12-07
C0532,43,Regular,Central,Online,2022-06-19
C0533,54,Regular,West,Online,2022-11-16
C0534,50,Regular,North,Online,2022-06-10
C0535,61,Occasional,West,App,2022-12-06
C0536,32,Regular,West,Online,2022-03-05
C0537,26,Regular,North,Online,2022-06-03
C0538,19,Regular,Central,Online,2022-09-17
C0539,18,Regular,South,Online,2022-06-08
C0540,34,Regular,North,Online,2022-12-08
C0541,31,Occasional,East,App,2022-07-29
C0542,25,Regular,Central,Online,2022-06-17
C0543,37,Premium,South,App,2022-07-26
C0544,25,Occasional,East,App,2022-12-23
C0545,26,Regular,East,Partner,2022-06-01
C0546,18,Occasional,West,Online,2022-10-11
C0547,29,Regular,North,App,2022-03-07
C0548,36,Occasional,North,Online,2022-04-09
C0549,18,Premium,East,Retail,2022-08-04
C0550,26,Premium,North,Online,2022-12-07
C0551,37,Occasional,South,App,2022-07-14
C0552,40,Premium,West,Partner,2022-12-13
C0553,46,Occasional,North,Partner,2022-03-31
C0554,38,Premium,East,Online,2022-11-12
C0555,34,Regular,East,App,2022-10-19
C0556,32,Premium,North,App,2022-06-04
C0557,50,Occasional,West,App,2022-07-27
C0558,24,Regular,West,Online,2022-10-08
C0559,47,Regular,West,Retail,2022-01-01
C0560,26,Occasional,Central,Online,2022-06-05
C0561,44,Regular,West,App,2022-05-27
C0562,18,Occasional,South,Online,2022-04-18
C0563,21,Occasional,South,Online,2022-08-09
C0564,32,Premium,West,App,2022-10-24
C0565,28,Regular,South,App,2022-11-07
C0566,32,Regular,South,Online,2022-12-02
C0567,34,Occasional,North,App,2022-06-14
C0568,38,Premium,East,Partner,2022-08-27
C0569,29,Premium,South,Online,2022-08-15
C0570,33,Premium,West,App,2022-08-15
C0571,41,Premium,Central,Online,2022-12-12
C0572,31,Occasional,West,Retail,2022-04-20
C0573,33,Regular,South,App,2022-09-19
C0574,40,Regular,East,App,2022-08-31
C0575,42,Regular,South,Online,2022-03-28
C0576,41,Regular,North,Online,2022-12-04
C0577,18,Regular,North,Online,2022-02-13
C0578,43,Regular,East,Online,2022-05-26
C0579,48,Regular,North,Online,2022-09-21
C0580,58,Premium,East,App,2022-12-06
C0581,38,Regular,Central,Online,2022-11-21
C0582,40,Occasional,North,Retail,2022-11-14
C0583,42,Occasional,North,App,2022-06-21
C0584,30,Occasional,East,Retail,2022-02-17
C0585,18,Regular,North,Retail,2022-05-01
C0586,50,Regular,East,App,2022-12-11
C0587,47,Occasional,East,Retail,2022-06-08
C0588,37,Occasional,East,Partner,2022-04-26
C0589,32,Occasional,East,Retail,2022-04-12
C0590,33,Occasional,North,Retail,2022-03-17
C0591,42,Regular,Central,Online,2022-01-13
C0592,18,Regular,West,App,2022-01-24
C0593,25,Regular,South,Retail,2022-05-06
C0594,39,Regular,North,Partner,2022-09-01
C0595,46,Regular,North,App,2022-11-09
C0596,41,Occasional,West,Online,2022-02-07
C0597,44,Occasional,West,Retail,2022-08-22
C0598,44,Regular,North,App,2022-08-01
C0599,33,Regular,North,Online,2022-11-19
C0600,26,Premium,West,Partner,2022-10-22
C0601,18,Premium,East,Retail,2022-04-10
C0602,37,Occasional,North,Online,2022-12-23
C0603,18,Regular,South,Retail,2022-07-16
C0604,25,Occasional,East,Partner,2022-09-11
C0605,31,Regular,West,Partner,2022-07-24
C0606,18,Regular,South,App,2022-05-05
C0607,18,Regular,West,Online,2022-03-17
C0608,37,Occasional,South,App,2022-12-02
C0609,40,Regular,East,Online,2022-12-19
C0610,41,Occasional,South,App,2022-01-03
C0611,26,Regular,North,App,2022-02-24
C0612,30,Regular,North,App,2022-08-06
C0613,31,Occasional,North,Online,2022-04-23
C0614,36,Occasional,South,Online,2022-04-01
C0615,18,Occasional,South,Retail,2022-12-23
C0616,25,Occasional,East,Partner,2022-09-23
C0617,39,Premium,West,App,2022-08-26
C0618,33,Regular,West,App,2022-01-26
C0619,46,Occasional,West,Partner,2022-10-13
C0620,49,Occasional,South,Online,2022-05-08
C0621,42,Premium,South,Partner,2022-03-04
C0622,49,Regular,East,App,2022-08-22
